Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"3,663,760","252,758","1,205,904","2,205,098",05-05-2020,14:07
Europe,"1,481,677","142,377","560,330","778,970",05-05-2020,14:07
North America,"1,320,965","76,901","234,975","1,009,089",05-05-2020,14:07
USA,"1,212,955","69,925","188,068","954,962",05-05-2020,14:07
Asia,"579,036","20,201","307,881","250,954",05-05-2020,14:07
Spain,"248,301","25,428","151,633","71,240",05-05-2020,14:07
South America,"224,738","11,298","78,397","135,043",05-05-2020,14:07
Italy,"211,938","29,079","82,879","99,980",05-05-2020,14:07
UK,"190,584","28,734",N/A,"161,506",05-05-2020,14:07
France,"169,462","25,201","51,371","92,890",05-05-2020,14:07
Germany,"166,199","6,993","135,100","24,106",05-05-2020,14:07
Russia,"155,370","1,451","19,865","134,054",05-05-2020,14:07
Turkey,"127,659","3,461","68,166","56,032",05-05-2020,14:07
Brazil,"108,620","7,367","45,815","55,438",05-05-2020,14:07
Iran,"99,970","6,340","80,475","13,155",05-05-2020,14:07
China,"82,881","4,633","77,853",395,05-05-2020,14:07
Canada,"60,772","3,854","26,017","30,901",05-05-2020,14:07
Belgium,"50,509","8,016","12,441","30,052",05-05-2020,14:07
Africa,"48,186","1,850","16,393","29,943",05-05-2020,14:07
Peru,"47,372","1,344","14,427","31,601",05-05-2020,14:07
India,"46,476","1,571","12,849","32,056",05-05-2020,14:07
Netherlands,"40,770","5,082",N/A,"35,438",05-05-2020,14:07
Ecuador,"31,881","1,569","3,433","26,879",05-05-2020,14:07
Switzerland,"30,009","1,784","25,200","3,025",05-05-2020,14:07
Saudi Arabia,"28,656",191,"4,476","23,989",05-05-2020,14:07
Portugal,"25,524","1,063","1,712","22,749",05-05-2020,14:07
Mexico,"24,905","2,271","15,938","6,696",05-05-2020,14:07
Sweden,"22,721","2,769","4,074","15,878",05-05-2020,14:07
Ireland,"21,772","1,319","13,386","7,067",05-05-2020,14:07
Pakistan,"21,501",486,"5,782","15,233",05-05-2020,14:07
Chile,"20,643",270,"10,415","9,958",05-05-2020,14:07
Singapore,"19,410",18,"1,457","17,935",05-05-2020,14:07
Belarus,"17,489",103,"3,259","14,127",05-05-2020,14:07
Qatar,"17,142",12,"1,924","15,206",05-05-2020,14:07
Israel,"16,268",237,"10,223","5,808",05-05-2020,14:07
Austria,"15,650",606,"13,462","1,582",05-05-2020,14:07
UAE,"15,192",146,"3,153","11,893",05-05-2020,14:07
Japan,"15,078",536,"4,156","10,386",05-05-2020,14:07
