Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
China,"81,171","3,277","73,159","4,735",24-03-2020,13:39
Italy,"63,927","6,077","7,432","50,418",24-03-2020,13:39
USA,"46,168",582,295,"45,291",24-03-2020,13:39
Spain,"35,480","2,342","3,355","29,783",24-03-2020,13:39
Germany,"30,138",130,453,"29,555",24-03-2020,13:39
Iran,"24,811","1,934","8,376","14,501",24-03-2020,13:39
France,"19,856",860,"2,200","16,796",24-03-2020,13:39
Switzerland,"9,117",122,131,"8,864",24-03-2020,13:39
S. Korea,"9,037",120,"3,507","5,410",24-03-2020,13:39
UK,"6,650",335,135,"6,180",24-03-2020,13:39
Austria,"4,767",25,9,"4,733",24-03-2020,13:39
Netherlands,"4,749",213,2,"4,534",24-03-2020,13:39
Belgium,"4,269",122,461,"3,686",24-03-2020,13:39
Norway,"2,647",11,6,"2,630",24-03-2020,13:39
Australia,"2,136",8,118,"2,010",24-03-2020,13:39
Canada,"2,091",24,112,"1,955",24-03-2020,13:39
Portugal,"2,060",23,14,"2,023",24-03-2020,13:39
Sweden,"2,059",33,16,"2,010",24-03-2020,13:39
Brazil,"1,960",34,2,"1,924",24-03-2020,13:39
Israel,"1,656",1,49,"1,606",24-03-2020,13:39
Malaysia,"1,624",15,183,"1,426",24-03-2020,13:39
Denmark,"1,577",24,1,"1,552",24-03-2020,13:39
Turkey,"1,529",37,,"1,492",24-03-2020,13:39
Czechia,"1,289",2,7,"1,280",24-03-2020,13:39
Japan,"1,140",42,285,813,24-03-2020,13:39
Ireland,"1,125",6,5,"1,114",24-03-2020,13:39
Ecuador,981,18,3,960,24-03-2020,13:39
Pakistan,908,7,13,888,24-03-2020,13:39
Luxembourg,875,8,6,861,24-03-2020,13:39
Thailand,827,4,52,771,24-03-2020,13:39
Finland,782,1,10,771,24-03-2020,13:39
Poland,774,9,1,764,24-03-2020,13:39
Chile,746,2,11,733,24-03-2020,13:39
Diamond Princess,712,10,587,115,24-03-2020,13:39
Greece,695,17,29,649,24-03-2020,13:39
Indonesia,686,55,30,601,24-03-2020,13:39
Iceland,588,2,51,535,24-03-2020,13:39
Romania,576,8,73,495,24-03-2020,13:39
Saudi Arabia,562,,19,543,24-03-2020,13:39
South Africa,554,,4,550,24-03-2020,13:39
Philippines,552,33,19,500,24-03-2020,13:39
