Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"1,498,013","87,731","319,193","1,091,089",08-04-2020,23:04
USA,"422,369","14,463","22,187","385,719",08-04-2020,23:04
Spain,"146,690","14,673","48,021","83,996",08-04-2020,23:04
Italy,"139,422","17,669","26,491","95,262",08-04-2020,23:04
France,"112,950","10,869","21,254","80,827",08-04-2020,23:04
Germany,"110,698","2,192","36,081","72,425",08-04-2020,23:04
China,"81,802","3,333","77,279","1,190",08-04-2020,23:04
Iran,"64,586","3,993","29,812","30,781",08-04-2020,23:04
UK,"60,733","7,097",135,"53,501",08-04-2020,23:04
Turkey,"38,226",812,"1,846","35,568",08-04-2020,23:04
Belgium,"23,403","2,240","4,681","16,482",08-04-2020,23:04
Switzerland,"23,248",895,"9,800","12,553",08-04-2020,23:04
Netherlands,"20,549","2,248",250,"18,051",08-04-2020,23:04
Canada,"19,195",427,"4,533","14,235",08-04-2020,23:04
Brazil,"14,511",720,127,"13,664",08-04-2020,23:04
Portugal,"13,141",380,196,"12,565",08-04-2020,23:04
Austria,"12,937",273,"4,512","8,152",08-04-2020,23:04
S. Korea,"10,384",200,"6,776","3,408",08-04-2020,23:04
Israel,"9,404",73,801,"8,530",08-04-2020,23:04
Russia,"8,672",63,580,"8,029",08-04-2020,23:04
Sweden,"8,419",687,205,"7,527",08-04-2020,23:04
Norway,"6,086",101,32,"5,953",08-04-2020,23:04
Ireland,"6,074",235,25,"5,814",08-04-2020,23:04
Australia,"6,013",50,"2,813","3,150",08-04-2020,23:04
India,"5,916",178,506,"5,232",08-04-2020,23:04
Chile,"5,546",48,"1,115","4,383",08-04-2020,23:04
Denmark,"5,402",218,"1,621","3,563",08-04-2020,23:04
Czechia,"5,221",99,233,"4,889",08-04-2020,23:04
Poland,"5,205",159,222,"4,824",08-04-2020,23:04
Romania,"4,761",220,528,"4,013",08-04-2020,23:04
Ecuador,"4,450",242,140,"4,068",08-04-2020,23:04
Peru,"4,342",121,"1,333","2,888",08-04-2020,23:04
Japan,"4,257",93,622,"3,542",08-04-2020,23:04
Pakistan,"4,196",60,467,"3,669",08-04-2020,23:04
Malaysia,"4,119",65,"1,487","2,567",08-04-2020,23:04
Philippines,"3,870",182,96,"3,592",08-04-2020,23:04
Saudi Arabia,"3,122",41,631,"2,450",08-04-2020,23:04
Luxembourg,"3,034",46,500,"2,488",08-04-2020,23:04
Indonesia,"2,956",240,222,"2,494",08-04-2020,23:04
Mexico,"2,785",141,633,"2,011",08-04-2020,23:04
Serbia,"2,666",65,118,"2,483",08-04-2020,23:04
UAE,"2,659",12,239,"2,408",08-04-2020,23:04
Finland,"2,487",40,300,"2,147",08-04-2020,23:04
Thailand,"2,369",30,888,"1,451",08-04-2020,23:04
Panama,"2,249",59,16,"2,174",08-04-2020,23:04
Qatar,"2,210",6,178,"2,026",08-04-2020,23:04
Dominican Republic,"2,111",108,50,"1,953",08-04-2020,23:04
Greece,"1,884",83,269,"1,532",08-04-2020,23:04
South Africa,"1,845",18,95,"1,732",08-04-2020,23:04
Colombia,"1,780",50,100,"1,630",08-04-2020,23:04
Argentina,"1,715",63,358,"1,294",08-04-2020,23:04
Ukraine,"1,668",52,35,"1,581",08-04-2020,23:04
Singapore,"1,623",6,406,"1,211",08-04-2020,23:04
Iceland,"1,616",6,633,977,08-04-2020,23:04
Algeria,"1,572",205,237,"1,130",08-04-2020,23:04
Egypt,"1,560",103,305,"1,152",08-04-2020,23:04
Croatia,"1,343",19,179,"1,145",08-04-2020,23:04
Morocco,"1,275",93,97,"1,085",08-04-2020,23:04
New Zealand,"1,210",1,282,927,08-04-2020,23:04
Iraq,"1,202",69,452,681,08-04-2020,23:04
Estonia,"1,185",24,72,"1,089",08-04-2020,23:04
Moldova,"1,174",27,40,"1,107",08-04-2020,23:04
Slovenia,"1,091",40,120,931,08-04-2020,23:04
Belarus,"1,066",13,77,976,08-04-2020,23:04
Hong Kong,961,4,264,693,08-04-2020,23:04
Lithuania,912,15,8,889,08-04-2020,23:04
Hungary,895,58,94,743,08-04-2020,23:04
Armenia,881,9,114,758,08-04-2020,23:04
Kuwait,855,1,111,743,08-04-2020,23:04
Bahrain,823,5,477,341,08-04-2020,23:04
Azerbaijan,822,8,63,751,08-04-2020,23:04
Bosnia and Herzegovina,803,34,79,690,08-04-2020,23:04
Kazakhstan,727,7,54,666,08-04-2020,23:04
Diamond Princess,712,11,619,82,08-04-2020,23:04
Cameroon,685,9,60,616,08-04-2020,23:04
Slovakia,682,2,16,664,08-04-2020,23:04
Tunisia,623,23,25,575,08-04-2020,23:04
North Macedonia,617,29,35,553,08-04-2020,23:04
Bulgaria,593,24,42,527,08-04-2020,23:04
Latvia,577,2,16,559,08-04-2020,23:04
Lebanon,576,19,62,495,08-04-2020,23:04
Andorra,564,23,52,489,08-04-2020,23:04
Uzbekistan,545,3,30,512,08-04-2020,23:04
Cyprus,526,9,52,465,08-04-2020,23:04
Costa Rica,502,2,29,471,08-04-2020,23:04
Cuba,457,12,27,418,08-04-2020,23:04
Afghanistan,444,14,29,401,08-04-2020,23:04
Uruguay,424,7,150,267,08-04-2020,23:04
Oman,419,2,72,345,08-04-2020,23:04
Burkina Faso,414,23,134,257,08-04-2020,23:04
Albania,400,22,154,224,08-04-2020,23:04
Taiwan,379,5,67,307,08-04-2020,23:04
Jordan,358,6,150,202,08-04-2020,23:04
Réunion,358,,40,318,08-04-2020,23:04
Channel Islands,351,8,38,305,08-04-2020,23:04
Ivory Coast,349,3,41,305,08-04-2020,23:04
Ghana,313,6,34,273,08-04-2020,23:04
Honduras,312,22,6,284,08-04-2020,23:04
Malta,299,1,5,293,08-04-2020,23:04
San Marino,279,34,40,205,08-04-2020,23:04
Niger,278,11,26,241,08-04-2020,23:04
Mauritius,273,7,19,247,08-04-2020,23:04
Kyrgyzstan,270,4,33,233,08-04-2020,23:04
Palestine,263,1,44,218,08-04-2020,23:04
Nigeria,254,6,44,204,08-04-2020,23:04
Vietnam,251,,126,125,08-04-2020,23:04
Montenegro,248,2,4,242,08-04-2020,23:04
Senegal,244,2,113,129,08-04-2020,23:04
Bangladesh,218,20,33,165,08-04-2020,23:04
Georgia,211,3,50,158,08-04-2020,23:04
