Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"8,408,869","451,472","4,418,788","3,538,609",18-06-2020,10:36
North America,"2,579,217","149,574","1,139,427","1,290,216",18-06-2020,10:36
Europe,"2,253,241","184,683","1,204,888","863,670",18-06-2020,10:36
USA,"2,234,475","119,941","918,796","1,195,738",18-06-2020,10:36
Asia,"1,741,044","44,739","1,088,512","607,793",18-06-2020,10:36
South America,"1,554,981","65,088","851,264","638,629",18-06-2020,10:36
Brazil,"960,309","46,665","503,507","410,137",18-06-2020,10:36
Russia,"553,301","7,478","304,342","241,481",18-06-2020,10:36
India,"367,963","12,272","194,565","161,126",18-06-2020,10:36
UK,"299,251","42,153",N/A,N/A,18-06-2020,10:36
Spain,"291,763","27,136",N/A,N/A,18-06-2020,10:36
Africa,"270,660","7,249","125,580","137,831",18-06-2020,10:36
Peru,"240,908","7,257","128,622","105,029",18-06-2020,10:36
Italy,"237,828","34,448","179,455","23,925",18-06-2020,10:36
Iran,"195,051","9,185","154,812","31,054",18-06-2020,10:36
Germany,"190,179","8,927","173,600","7,652",18-06-2020,10:36
Chile,"184,449","3,615","156,232","24,602",18-06-2020,10:36
Turkey,"182,727","4,861","154,640","23,226",18-06-2020,10:36
Pakistan,"160,118","3,093","59,215","97,810",18-06-2020,10:36
Mexico,"159,793","19,080","119,355","21,358",18-06-2020,10:36
France,"158,174","29,575","73,667","54,932",18-06-2020,10:36
Saudi Arabia,"141,234","1,091","91,662","48,481",18-06-2020,10:36
Canada,"99,853","8,254","62,017","29,582",18-06-2020,10:36
Bangladesh,"98,489","1,305","38,189","58,995",18-06-2020,10:36
China,"83,293","4,634","78,394",265,18-06-2020,10:36
Qatar,"83,174",82,"62,172","20,920",18-06-2020,10:36
South Africa,"80,412","1,674","44,331","34,407",18-06-2020,10:36
Belgium,"60,244","9,675","16,684","33,885",18-06-2020,10:36
Colombia,"57,046","1,864","21,326","33,856",18-06-2020,10:36
Belarus,"56,032",324,"32,735","22,973",18-06-2020,10:36
Sweden,"54,562","5,041",N/A,N/A,18-06-2020,10:36
Egypt,"49,219","1,850","13,141","34,228",18-06-2020,10:36
Netherlands,"49,204","6,074",N/A,N/A,18-06-2020,10:36
Ecuador,"48,490","4,007","23,881","20,602",18-06-2020,10:36
UAE,"43,364",295,"29,537","13,532",18-06-2020,10:36
Indonesia,"41,431","2,276","16,243","22,912",18-06-2020,10:36
Singapore,"41,216",26,"31,938","9,252",18-06-2020,10:36
Portugal,"37,672","1,523","23,580","12,569",18-06-2020,10:36
Kuwait,"37,533",306,"28,896","8,331",18-06-2020,10:36
Argentina,"35,552",913,"10,512","24,127",18-06-2020,10:36
Ukraine,"34,063",966,"15,447","17,650",18-06-2020,10:36
Switzerland,"31,187","1,956","28,900",331,18-06-2020,10:36
Poland,"30,701","1,286","14,921","14,494",18-06-2020,10:36
Afghanistan,"27,337",546,"7,660","19,131",18-06-2020,10:36
Philippines,"27,238","1,108","6,820","19,310",18-06-2020,10:36
Oman,"26,079",116,"11,797","14,166",18-06-2020,10:36
Ireland,"25,341","1,710","22,698",933,18-06-2020,10:36
Iraq,"24,254",773,"10,770","12,711",18-06-2020,10:36
Dominican Republic,"24,105",633,"14,216","9,256",18-06-2020,10:36
Romania,"22,760","1,451","16,117","5,192",18-06-2020,10:36
Panama,"22,597",470,"13,774","8,353",18-06-2020,10:36
Bolivia,"20,685",679,"4,002","16,004",18-06-2020,10:36
Bahrain,"19,961",51,"14,185","5,725",18-06-2020,10:36
Israel,"19,894",303,"15,499","4,092",18-06-2020,10:36
Armenia,"18,698",309,"7,560","10,829",18-06-2020,10:36
Nigeria,"17,735",469,"5,967","11,299",18-06-2020,10:36
Japan,"17,628",931,"15,850",847,18-06-2020,10:36
Austria,"17,203",687,"16,099",417,18-06-2020,10:36
Kazakhstan,"15,877",97,"9,920","5,860",18-06-2020,10:36
Moldova,"12,732",433,"7,077","5,222",18-06-2020,10:36
Ghana,"12,590",66,"4,410","8,114",18-06-2020,10:36
Serbia,"12,522",257,"11,511",754,18-06-2020,10:36
Denmark,"12,294",598,"11,185",511,18-06-2020,10:36
S. Korea,"12,257",280,"10,800","1,177",18-06-2020,10:36
Algeria,"11,268",799,"7,943","2,526",18-06-2020,10:36
Guatemala,"11,251",432,"2,200","8,619",18-06-2020,10:36
Azerbaijan,"10,991",133,"6,075","4,783",18-06-2020,10:36
Honduras,"10,299",336,"1,116","8,847",18-06-2020,10:36
Czechia,"10,162",333,"7,399","2,430",18-06-2020,10:36
Cameroon,"9,864",276,"5,570","4,018",18-06-2020,10:36
Oceania,"9,005",124,"8,466",415,18-06-2020,10:36
Morocco,"8,997",213,"7,993",791,18-06-2020,10:36
Norway,"8,692",243,"8,138",311,18-06-2020,10:36
Malaysia,"8,515",121,"7,873",521,18-06-2020,10:36
Sudan,"8,020",487,"2,966","4,567",18-06-2020,10:36
Australia,"7,391",102,"6,877",412,18-06-2020,10:36
Nepal,"7,177",20,"1,167","5,990",18-06-2020,10:36
Finland,"7,117",326,"6,200",591,18-06-2020,10:36
Ivory Coast,"6,063",48,"2,749","3,266",18-06-2020,10:36
Uzbekistan,"5,697",19,"4,131","1,547",18-06-2020,10:36
Senegal,"5,369",73,"3,606","1,690",18-06-2020,10:36
Tajikistan,"5,221",51,"3,700","1,470",18-06-2020,10:36
DRC,"5,100",115,640,"4,345",18-06-2020,10:36
Haiti,"4,688",82,24,"4,582",18-06-2020,10:36
Guinea,"4,668",26,"3,364","1,278",18-06-2020,10:36
Djibouti,"4,545",43,"3,411","1,091",18-06-2020,10:36
North Macedonia,"4,482",210,"1,803","2,469",18-06-2020,10:36
Gabon,"4,229",30,"1,505","2,694",18-06-2020,10:36
Luxembourg,"4,085",110,"3,935",40,18-06-2020,10:36
Hungary,"4,079",568,"2,564",947,18-06-2020,10:36
El Salvador,"4,066",82,"2,152","1,832",18-06-2020,10:36
Kenya,"4,044",107,"1,353","2,584",18-06-2020,10:36
Ethiopia,"3,759",63,849,"2,847",18-06-2020,10:36
Bulgaria,"3,542",184,"1,880","1,478",18-06-2020,10:36
Venezuela,"3,386",28,835,"2,523",18-06-2020,10:36
Greece,"3,203",187,"1,374","1,642",18-06-2020,10:36
Bosnia and Herzegovina,"3,141",168,"2,197",776,18-06-2020,10:36
Thailand,"3,141",58,"2,997",86,18-06-2020,10:36
Somalia,"2,696",88,685,"1,923",18-06-2020,10:36
Kyrgyzstan,"2,657",31,"1,933",693,18-06-2020,10:36
CAR,"2,564",18,402,"2,144",18-06-2020,10:36
Mayotte,"2,345",29,"2,066",250,18-06-2020,10:36
Cuba,"2,280",84,"1,999",197,18-06-2020,10:36
Croatia,"2,258",107,"2,141",10,18-06-2020,10:36
Mauritania,"2,223",95,427,"1,701",18-06-2020,10:36
Maldives,"2,120",8,"1,677",435,18-06-2020,10:36
Estonia,"1,977",69,"1,743",165,18-06-2020,10:36
Sri Lanka,"1,924",11,"1,397",516,18-06-2020,10:36
Mali,"1,890",107,"1,168",615,18-06-2020,10:36
Costa Rica,"1,871",12,899,960,18-06-2020,10:36
Nicaragua,"1,823",64,"1,238",521,18-06-2020,10:36
Iceland,"1,815",10,"1,797",8,18-06-2020,10:36
South Sudan,"1,813",31,89,"1,693",18-06-2020,10:36
Lithuania,"1,778",76,"1,447",255,18-06-2020,10:36
Albania,"1,722",38,"1,077",607,18-06-2020,10:36
Equatorial Guinea,"1,664",32,515,"1,117",18-06-2020,10:36
Slovakia,"1,561",28,"1,437",96,18-06-2020,10:36
French Guiana,"1,554",5,663,886,18-06-2020,10:36
New Zealand,"1,507",22,"1,482",3,18-06-2020,10:36
Slovenia,"1,503",109,"1,359",35,18-06-2020,10:36
Guinea-Bissau,"1,492",15,153,"1,324",18-06-2020,10:36
Lebanon,"1,489",32,907,550,18-06-2020,10:36
Zambia,"1,412",11,"1,142",259,18-06-2020,10:36
Madagascar,"1,378",12,450,916,18-06-2020,10:36
Paraguay,"1,308",13,711,584,18-06-2020,10:36
Sierra Leone,"1,249",51,707,491,18-06-2020,10:36
Tunisia,"1,128",50,"1,004",74,18-06-2020,10:36
Hong Kong,"1,121",4,"1,071",46,18-06-2020,10:36
Latvia,"1,104",30,875,199,18-06-2020,10:36
Niger,"1,020",67,893,60,18-06-2020,10:36
Jordan,987,9,693,285,18-06-2020,10:36
Cyprus,985,18,816,151,18-06-2020,10:36
Yemen,902,244,271,387,18-06-2020,10:36
Burkina Faso,899,53,809,37,18-06-2020,10:36
Georgia,893,14,739,140,18-06-2020,10:36
Congo,883,27,391,465,18-06-2020,10:36
Chad,854,74,721,59,18-06-2020,10:36
Andorra,854,52,791,11,18-06-2020,10:36
Uruguay,849,24,810,15,18-06-2020,10:36
Cabo Verde,792,7,377,408,18-06-2020,10:36
Uganda,732,,420,312,18-06-2020,10:36
,721,15,651,55,18-06-2020,10:36
Diamond Princess,712,13,651,48,18-06-2020,10:36
San Marino,696,42,591,63,18-06-2020,10:36
Sao Tome and Principe,683,12,188,483,18-06-2020,10:36
Malta,662,9,610,43,18-06-2020,10:36
Mozambique,651,4,160,487,18-06-2020,10:36
Rwanda,639,2,347,290,18-06-2020,10:36
Jamaica,626,10,451,165,18-06-2020,10:36
Benin,572,9,237,326,18-06-2020,10:36
Malawi,572,6,73,493,18-06-2020,10:36
Channel Islands,570,48,512,10,18-06-2020,10:36
Eswatini,563,4,262,297,18-06-2020,10:36
Palestine,560,3,415,142,18-06-2020,10:36
Togo,544,13,353,178,18-06-2020,10:36
Liberia,516,33,240,243,18-06-2020,10:36
Tanzania,509,21,183,305,18-06-2020,10:36
Libya,500,10,78,412,18-06-2020,10:36
Réunion,497,1,460,36,18-06-2020,10:36
Taiwan,446,7,434,5,18-06-2020,10:36
Zimbabwe,401,4,63,334,18-06-2020,10:36
Mauritius,337,10,325,2,18-06-2020,10:36
Isle of Man,336,24,312,0,18-06-2020,10:36
Vietnam,335,,325,10,18-06-2020,10:36
Montenegro,333,9,315,9,18-06-2020,10:36
Myanmar,263,6,185,72,18-06-2020,10:36
Suriname,261,6,48,207,18-06-2020,10:36
Martinique,202,14,98,90,18-06-2020,10:36
Mongolia,201,,127,74,18-06-2020,10:36
Comoros,197,3,127,67,18-06-2020,10:36
Cayman Islands,193,1,132,60,18-06-2020,10:36
Faeroe Islands,187,,187,0,18-06-2020,10:36
Syria,178,7,78,93,18-06-2020,10:36
Gibraltar,176,,176,0,18-06-2020,10:36
Guadeloupe,171,14,157,0,18-06-2020,10:36
Guyana,171,12,102,57,18-06-2020,10:36
Angola,155,7,64,84,18-06-2020,10:36
Bermuda,144,9,128,7,18-06-2020,10:36
Brunei,141,3,138,0,18-06-2020,10:36
Eritrea,131,,39,92,18-06-2020,10:36
Cambodia,129,,126,3,18-06-2020,10:36
Trinidad and Tobago,123,8,109,6,18-06-2020,10:36
Bahamas,104,11,72,21,18-06-2020,10:36
Burundi,104,1,75,28,18-06-2020,10:36
Aruba,101,3,98,0,18-06-2020,10:36
Monaco,99,4,94,1,18-06-2020,10:36
Barbados,97,7,85,5,18-06-2020,10:36
Liechtenstein,82,1,55,26,18-06-2020,10:36
Botswana,79,1,25,53,18-06-2020,10:36
Sint Maarten,77,15,62,0,18-06-2020,10:36
Bhutan,67,,25,42,18-06-2020,10:36
French Polynesia,60,,60,0,18-06-2020,10:36
Macao,45,,45,0,18-06-2020,10:36
Saint Martin,42,3,36,3,18-06-2020,10:36
Namibia,36,,19,17,18-06-2020,10:36
Gambia,34,1,24,9,18-06-2020,10:36
St. Vincent Grenadines,29,,25,4,18-06-2020,10:36
Antigua and Barbuda,26,3,22,1,18-06-2020,10:36
Timor-Leste,24,,24,0,18-06-2020,10:36
Curaçao,23,1,19,3,18-06-2020,10:36
Grenada,23,,22,1,18-06-2020,10:36
Belize,22,2,16,4,18-06-2020,10:36
New Caledonia,21,,21,0,18-06-2020,10:36
Laos,19,,19,0,18-06-2020,10:36
Saint Lucia,19,,18,1,18-06-2020,10:36
Dominica,18,,18,0,18-06-2020,10:36
Fiji,18,,18,0,18-06-2020,10:36
Saint Kitts and Nevis,15,,15,0,18-06-2020,10:36
Falkland Islands,13,,13,0,18-06-2020,10:36
Greenland,13,,13,0,18-06-2020,10:36
Turks and Caicos,12,1,11,0,18-06-2020,10:36
Vatican City,12,,12,0,18-06-2020,10:36
Montserrat,11,1,10,0,18-06-2020,10:36
Seychelles,11,,11,0,18-06-2020,10:36
MS Zaandam,9,2,,7,18-06-2020,10:36
Western Sahara,9,1,8,0,18-06-2020,10:36
British Virgin Islands,8,1,7,0,18-06-2020,10:36
Papua New Guinea,8,,8,0,18-06-2020,10:36
Caribbean Netherlands,7,,7,0,18-06-2020,10:36
St. Barth,6,,6,0,18-06-2020,10:36
Lesotho,4,,2,2,18-06-2020,10:36
Anguilla,3,,3,0,18-06-2020,10:36
Saint Pierre Miquelon,1,,1,0,18-06-2020,10:36
