Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"4,429,235","298,165","1,658,995","2,472,075",14-05-2020,06:26
Europe,"1,696,321","157,373","704,222","834,726",14-05-2020,06:26
North America,"1,572,244","95,770","385,293","1,091,181",14-05-2020,06:26
USA,"1,430,348","85,197","310,259","1,034,892",14-05-2020,06:26
Asia,"720,948","23,260","406,855","290,833",14-05-2020,06:26
South America,"356,438","19,121","127,918","209,399",14-05-2020,06:26
Spain,"271,095","27,104","183,227","60,764",14-05-2020,06:26
Russia,"242,271","2,212","48,003","192,056",14-05-2020,06:26
UK,"229,705","33,186",N/A,"196,175",14-05-2020,06:26
Italy,"222,104","31,106","112,541","78,457",14-05-2020,06:26
Brazil,"190,137","13,240","78,424","98,473",14-05-2020,06:26
France,"178,060","27,074","58,673","92,313",14-05-2020,06:26
Germany,"174,098","7,861","148,700","17,537",14-05-2020,06:26
Turkey,"143,114","3,952","101,715","37,447",14-05-2020,06:26
Iran,"112,725","6,783","89,428","16,514",14-05-2020,06:26
China,"82,929","4,633","78,195",101,14-05-2020,06:26
India,"78,055","2,551","26,400","49,104",14-05-2020,06:26
Peru,"76,306","2,169","24,324","49,813",14-05-2020,06:26
Africa,"73,973","2,507","26,250","45,216",14-05-2020,06:26
Canada,"72,278","5,302","35,164","31,812",14-05-2020,06:26
Belgium,"53,981","8,843","13,937","31,201",14-05-2020,06:26
Saudi Arabia,"44,830",273,"17,622","26,935",14-05-2020,06:26
Netherlands,"43,211","5,562",N/A,"37,399",14-05-2020,06:26
Mexico,"40,186","4,220","26,990","8,976",14-05-2020,06:26
Pakistan,"35,298",761,"8,899","25,638",14-05-2020,06:26
Chile,"34,381",346,"14,865","19,170",14-05-2020,06:26
Ecuador,"30,486","2,334","3,433","24,719",14-05-2020,06:26
Switzerland,"30,413","1,870","27,100","1,443",14-05-2020,06:26
Portugal,"28,132","1,175","3,182","23,775",14-05-2020,06:26
Sweden,"27,909","3,460","4,971","19,478",14-05-2020,06:26
Qatar,"26,539",14,"3,143","23,382",14-05-2020,06:26
Belarus,"25,825",146,"7,711","17,968",14-05-2020,06:26
Singapore,"25,346",21,"4,809","20,516",14-05-2020,06:26
Ireland,"23,401","1,497","19,470","2,434",14-05-2020,06:26
UAE,"20,386",206,"6,523","13,657",14-05-2020,06:26
Bangladesh,"17,822",269,"3,361","14,192",14-05-2020,06:26
Poland,"17,204",861,"6,410","9,933",14-05-2020,06:26
