Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"936,204","47,249","194,578","694,377",02-04-2020,08:42
USA,"215,300","5,110","8,878","201,312",02-04-2020,08:42
Italy,"110,574","13,155","16,847","80,572",02-04-2020,08:42
Spain,"104,118","9,387","22,647","72,084",02-04-2020,08:42
China,"81,554","3,312","76,238","2,004",02-04-2020,08:42
Germany,"77,981",931,"18,700","58,350",02-04-2020,08:42
France,"56,989","4,032","10,935","42,022",02-04-2020,08:42
Iran,"47,593","3,036","15,473","29,084",02-04-2020,08:42
UK,"29,474","2,352",135,"26,987",02-04-2020,08:42
Switzerland,"17,768",488,"2,967","14,313",02-04-2020,08:42
Turkey,"15,679",277,333,"15,069",02-04-2020,08:42
Belgium,"13,964",828,"2,132","11,004",02-04-2020,08:42
Netherlands,"13,614","1,173",250,"12,191",02-04-2020,08:42
Austria,"10,711",146,"1,436","9,129",02-04-2020,08:42
S. Korea,"9,976",169,"5,828","3,979",02-04-2020,08:42
Canada,"9,731",129,"1,736","7,866",02-04-2020,08:42
Portugal,"8,251",187,43,"8,021",02-04-2020,08:42
Brazil,"6,931",244,127,"6,560",02-04-2020,08:42
Israel,"6,092",26,241,"5,825",02-04-2020,08:42
Australia,"5,106",23,345,"4,738",02-04-2020,08:42
Sweden,"4,947",239,103,"4,605",02-04-2020,08:42
Norway,"4,877",44,13,"4,820",02-04-2020,08:42
Czechia,"3,589",39,61,"3,489",02-04-2020,08:42
Ireland,"3,447",85,5,"3,357",02-04-2020,08:42
Denmark,"3,107",104,894,"2,109",02-04-2020,08:42
Chile,"3,031",16,234,"2,781",02-04-2020,08:42
Malaysia,"2,908",45,645,"2,218",02-04-2020,08:42
Russia,"2,777",24,190,"2,563",02-04-2020,08:42
Ecuador,"2,758",98,58,"2,602",02-04-2020,08:42
Poland,"2,554",43,56,"2,455",02-04-2020,08:42
Romania,"2,460",92,252,"2,116",02-04-2020,08:42
Japan,"2,384",57,472,"1,855",02-04-2020,08:42
Luxembourg,"2,319",29,80,"2,210",02-04-2020,08:42
Philippines,"2,311",96,50,"2,165",02-04-2020,08:42
Pakistan,"2,238",31,94,"2,113",02-04-2020,08:42
India,"2,032",58,148,"1,826",02-04-2020,08:42
Thailand,"1,771",12,505,"1,254",02-04-2020,08:42
Saudi Arabia,"1,720",16,264,"1,440",02-04-2020,08:42
Indonesia,"1,677",157,103,"1,417",02-04-2020,08:42
Finland,"1,446",17,300,"1,129",02-04-2020,08:42
Greece,"1,415",51,52,"1,312",02-04-2020,08:42
South Africa,"1,380",5,50,"1,325",02-04-2020,08:42
Mexico,"1,378",37,35,"1,306",02-04-2020,08:42
Peru,"1,323",47,394,882,02-04-2020,08:42
Panama,"1,317",32,9,"1,276",02-04-2020,08:42
Dominican Republic,"1,284",57,9,"1,218",02-04-2020,08:42
Iceland,"1,220",2,236,982,02-04-2020,08:42
Argentina,"1,133",33,248,852,02-04-2020,08:42
Colombia,"1,065",17,39,"1,009",02-04-2020,08:42
Serbia,"1,060",28,42,990,02-04-2020,08:42
Singapore,"1,000",4,245,751,02-04-2020,08:42
Croatia,963,6,73,884,02-04-2020,08:42
Algeria,847,58,61,728,02-04-2020,08:42
Slovenia,841,15,10,816,02-04-2020,08:42
Qatar,835,2,71,762,02-04-2020,08:42
UAE,814,8,61,745,02-04-2020,08:42
New Zealand,797,1,92,704,02-04-2020,08:42
Ukraine,794,20,13,761,02-04-2020,08:42
Egypt,779,52,179,548,02-04-2020,08:42
Estonia,779,5,33,741,02-04-2020,08:42
Hong Kong,766,4,147,615,02-04-2020,08:42
Iraq,728,52,182,494,02-04-2020,08:42
Diamond Princess,712,11,619,82,02-04-2020,08:42
Morocco,654,39,29,586,02-04-2020,08:42
Lithuania,581,8,7,566,02-04-2020,08:42
Armenia,571,4,31,536,02-04-2020,08:42
Bahrain,569,4,337,228,02-04-2020,08:42
Hungary,525,20,40,465,02-04-2020,08:42
Lebanon,479,14,43,422,02-04-2020,08:42
Bosnia and Herzegovina,459,13,19,427,02-04-2020,08:42
Latvia,446,,1,445,02-04-2020,08:42
Tunisia,423,12,5,406,02-04-2020,08:42
Moldova,423,5,23,395,02-04-2020,08:42
Bulgaria,422,10,20,392,02-04-2020,08:42
Kazakhstan,402,3,26,373,02-04-2020,08:42
Slovakia,400,1,3,396,02-04-2020,08:42
Andorra,390,14,10,366,02-04-2020,08:42
Costa Rica,375,2,4,369,02-04-2020,08:42
Azerbaijan,359,5,26,328,02-04-2020,08:42
North Macedonia,354,11,17,326,02-04-2020,08:42
Uruguay,350,2,62,286,02-04-2020,08:42
Taiwan,329,5,45,279,02-04-2020,08:42
Cyprus,320,9,28,283,02-04-2020,08:42
Kuwait,317,,80,237,02-04-2020,08:42
Burkina Faso,282,16,46,220,02-04-2020,08:42
Réunion,281,,40,241,02-04-2020,08:42
Jordan,278,5,36,237,02-04-2020,08:42
Albania,259,15,67,177,02-04-2020,08:42
Afghanistan,237,4,5,228,02-04-2020,08:42
San Marino,236,28,13,195,02-04-2020,08:42
Cameroon,233,6,10,217,02-04-2020,08:42
Vietnam,222,,63,159,02-04-2020,08:42
Honduras,219,14,3,202,02-04-2020,08:42
Cuba,212,6,12,194,02-04-2020,08:42
Oman,210,1,34,175,02-04-2020,08:42
Ghana,195,5,31,159,02-04-2020,08:42
Ivory Coast,190,1,9,180,02-04-2020,08:42
Senegal,190,1,45,144,02-04-2020,08:42
Malta,188,,2,186,02-04-2020,08:42
Uzbekistan,181,2,12,167,02-04-2020,08:42
Nigeria,174,2,9,163,02-04-2020,08:42
Faeroe Islands,173,,75,98,02-04-2020,08:42
Channel Islands,172,3,,169,02-04-2020,08:42
Belarus,163,2,53,108,02-04-2020,08:42
Mauritius,161,6,,155,02-04-2020,08:42
Sri Lanka,146,3,21,122,02-04-2020,08:42
Venezuela,144,3,43,98,02-04-2020,08:42
Martinique,135,3,27,105,02-04-2020,08:42
Palestine,134,1,18,115,02-04-2020,08:42
Brunei,131,1,52,78,02-04-2020,08:42
Guadeloupe,125,6,24,95,02-04-2020,08:42
Montenegro,123,2,,121,02-04-2020,08:42
Georgia,117,,23,94,02-04-2020,08:42
Kyrgyzstan,116,,5,111,02-04-2020,08:42
Bolivia,115,7,1,107,02-04-2020,08:42
Cambodia,110,,34,76,02-04-2020,08:42
DRC,109,9,3,97,02-04-2020,08:42
Mayotte,101,1,10,90,02-04-2020,08:42
Trinidad and Tobago,90,5,1,84,02-04-2020,08:42
Rwanda,82,,,82,02-04-2020,08:42
Kenya,81,1,3,77,02-04-2020,08:42
Gibraltar,81,,34,47,02-04-2020,08:42
