Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"7,891,346","432,746","4,052,918","3,405,682",14-06-2020,12:55
North America,"2,459,234","144,586","1,055,033","1,259,615",14-06-2020,12:55
Europe,"2,200,101","182,721","1,164,286","853,094",14-06-2020,12:55
USA,"2,142,224","117,527","854,106","1,170,591",14-06-2020,12:55
Asia,"1,593,548","39,686","972,396","581,466",14-06-2020,12:55
South America,"1,393,063","59,331","743,229","590,503",14-06-2020,12:55
Brazil,"850,796","42,791","437,512","370,493",14-06-2020,12:55
Russia,"528,964","6,948","280,050","241,966",14-06-2020,12:55
India,"321,963","9,204","162,439","150,320",14-06-2020,12:55
UK,"294,375","41,662",N/A,N/A,14-06-2020,12:55
Spain,"290,685","27,136",N/A,N/A,14-06-2020,12:55
Italy,"236,651","34,301","174,865","27,485",14-06-2020,12:55
Africa,"235,748","6,283","108,897","120,568",14-06-2020,12:55
Peru,"225,132","6,498","111,724","106,910",14-06-2020,12:55
Germany,"187,423","8,867","172,200","6,356",14-06-2020,12:55
Iran,"184,955","8,730","146,748","29,477",14-06-2020,12:55
Turkey,"176,677","4,792","150,087","21,798",14-06-2020,12:55
Chile,"167,355","3,101","137,296","26,958",14-06-2020,12:55
France,"156,813","29,398","72,808","54,607",14-06-2020,12:55
Mexico,"142,690","16,872","104,975","20,843",14-06-2020,12:55
Pakistan,"139,230","2,632","51,735","84,863",14-06-2020,12:55
Saudi Arabia,"123,308",932,"82,548","39,828",14-06-2020,12:55
Canada,"98,410","8,107","59,354","30,949",14-06-2020,12:55
Bangladesh,"87,520","1,171","18,730","67,619",14-06-2020,12:55
China,"83,132","4,634","78,369",129,14-06-2020,12:55
Qatar,"78,416",70,"55,252","23,094",14-06-2020,12:55
South Africa,"65,736","1,423","36,850","27,463",14-06-2020,12:55
Belgium,"59,918","9,650","16,547","33,721",14-06-2020,12:55
Belarus,"53,241",303,"29,111","23,827",14-06-2020,12:55
Sweden,"50,931","4,874",N/A,N/A,14-06-2020,12:55
Colombia,"48,746","1,592","19,426","27,728",14-06-2020,12:55
Netherlands,"48,640","6,057",N/A,N/A,14-06-2020,12:55
Ecuador,"46,356","3,874","22,865","19,617",14-06-2020,12:55
Egypt,"42,980","1,484","11,529","29,967",14-06-2020,12:55
UAE,"41,990",288,"26,761","14,941",14-06-2020,12:55
Singapore,"40,604",26,"28,808","11,770",14-06-2020,12:55
Indonesia,"38,277","2,134","14,531","21,612",14-06-2020,12:55
Portugal,"36,463","1,512","22,438","12,513",14-06-2020,12:55
Kuwait,"35,466",289,"25,882","9,295",14-06-2020,12:55
Ukraine,"31,154",889,"14,082","16,183",14-06-2020,12:55
