Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"4,101,992","280,454","1,442,985","2,378,553",10-05-2020,09:58
Europe,"1,605,922","151,773","648,361","805,788",10-05-2020,09:58
North America,"1,474,779","89,054","301,363","1,084,362",10-05-2020,09:58
USA,"1,347,318","80,040","238,080","1,029,198",10-05-2020,09:58
Asia,"651,916","21,862","359,736","270,318",10-05-2020,09:58
South America,"298,131","15,400","103,623","179,108",10-05-2020,09:58
Spain,"262,783","26,478","173,157","63,148",10-05-2020,09:58
Italy,"218,268","30,395","103,031","84,842",10-05-2020,09:58
UK,"215,260","31,587",N/A,"183,329",10-05-2020,09:58
Russia,"198,676","1,827","31,916","164,933",10-05-2020,09:58
France,"176,658","26,310","56,038","94,310",10-05-2020,09:58
Germany,"171,324","7,549","144,400","19,375",10-05-2020,09:58
Brazil,"156,061","10,656","61,685","83,720",10-05-2020,09:58
Turkey,"137,115","3,739","89,480","43,896",10-05-2020,09:58
Iran,"106,220","6,589","85,064","14,567",10-05-2020,09:58
China,"82,901","4,633","78,120",148,10-05-2020,09:58
Canada,"67,702","4,693","31,249","31,760",10-05-2020,09:58
Peru,"65,015","1,814","20,246","42,955",10-05-2020,09:58
India,"62,939","2,109","19,358","41,472",10-05-2020,09:58
Africa,"61,986","2,232","21,649","38,105",10-05-2020,09:58
Belgium,"52,596","8,581","13,411","30,604",10-05-2020,09:58
Netherlands,"42,382","5,422",N/A,"36,710",10-05-2020,09:58
Saudi Arabia,"37,136",239,"10,144","26,753",10-05-2020,09:58
Mexico,"33,460","3,353","21,824","8,283",10-05-2020,09:58
Switzerland,"30,251","1,830","26,400","2,021",10-05-2020,09:58
Pakistan,"29,465",639,"8,023","20,803",10-05-2020,09:58
Ecuador,"29,071","1,717","3,433","23,921",10-05-2020,09:58
Portugal,"27,406","1,126","2,499","23,781",10-05-2020,09:58
Chile,"27,219",304,"12,667","14,248",10-05-2020,09:58
Sweden,"25,921","3,220","4,971","17,730",10-05-2020,09:58
Ireland,"22,760","1,446","17,110","4,204",10-05-2020,09:58
Singapore,"22,460",20,"2,296","20,144",10-05-2020,09:58
Belarus,"22,052",126,"6,050","15,876",10-05-2020,09:58
Qatar,"21,331",13,"2,449","18,869",10-05-2020,09:58
UAE,"17,417",185,"4,295","12,937",10-05-2020,09:58
Israel,"16,454",247,"11,376","4,831",10-05-2020,09:58
Austria,"15,833",615,"13,928","1,290",10-05-2020,09:58
Japan,"15,663",607,"5,906","9,150",10-05-2020,09:58
Poland,"15,651",785,"5,437","9,429",10-05-2020,09:58
Romania,"15,131",939,"6,912","7,280",10-05-2020,09:58
Ukraine,"14,710",376,"2,909","11,425",10-05-2020,09:58
Bangladesh,"13,770",214,"2,414","11,142",10-05-2020,09:58
