Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"2,833,778","197,355","807,544","1,828,879",25-04-2020,10:49
Europe,"1,225,934","117,347","397,126","711,461",25-04-2020,10:49
North America,"998,393","56,389","135,476","806,528",25-04-2020,10:49
USA,"925,758","52,217","110,432","763,109",25-04-2020,10:49
Asia,"449,314","16,605","213,041","219,668",25-04-2020,10:49
Spain,"219,764","22,524","92,355","104,885",25-04-2020,10:49
Italy,"192,994","25,969","60,498","106,527",25-04-2020,10:49
France,"159,828","22,245","43,493","94,090",25-04-2020,10:49
Germany,"154,999","5,760","109,800","39,439",25-04-2020,10:49
UK,"143,464","19,506",N/A,"123,614",25-04-2020,10:49
South America,"121,322","5,573","45,573","70,176",25-04-2020,10:49
Turkey,"104,912","2,600","21,737","80,575",25-04-2020,10:49
Iran,"88,194","5,574","66,599","16,021",25-04-2020,10:49
China,"82,816","4,632","77,346",838,25-04-2020,10:49
Russia,"68,622",615,"5,568","62,439",25-04-2020,10:49
Brazil,"54,043","3,704","27,655","22,684",25-04-2020,10:49
Belgium,"44,293","6,679","10,122","27,492",25-04-2020,10:49
Canada,"43,888","2,302","15,469","26,117",25-04-2020,10:49
Netherlands,"36,535","4,289",N/A,"31,996",25-04-2020,10:49
Africa,"29,840","1,328","9,140","19,372",25-04-2020,10:49
Switzerland,"28,677","1,589","21,000","6,088",25-04-2020,10:49
India,"24,530",780,"5,498","18,252",25-04-2020,10:49
Portugal,"22,797",854,"1,228","20,715",25-04-2020,10:49
Ecuador,"22,719",576,"1,366","20,777",25-04-2020,10:49
Peru,"21,648",634,"7,496","13,518",25-04-2020,10:49
Ireland,"18,184","1,014","9,233","7,937",25-04-2020,10:49
Sweden,"17,567","2,152","1,005","14,410",25-04-2020,10:49
Saudi Arabia,"15,102",127,"2,049","12,926",25-04-2020,10:49
Austria,"15,071",530,"11,872","2,669",25-04-2020,10:49
Israel,"15,058",194,"6,003","8,861",25-04-2020,10:49
