Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
World,"2,913,535","202,973","832,876","1,877,686",26-04-2020,01:26
Europe,"1,252,383","120,114","407,049","725,220",26-04-2020,01:26
North America,"1,030,544","58,464","142,297","829,783",26-04-2020,01:26
USA,"956,203","54,121","116,186","785,896",26-04-2020,01:26
Asia,"460,300","16,937","220,404","222,959",26-04-2020,01:26
Spain,"223,759","22,902","95,708","105,149",26-04-2020,01:26
Italy,"195,351","26,384","63,120","105,847",26-04-2020,01:26
France,"161,488","22,614","44,594","94,280",26-04-2020,01:26
Germany,"156,418","5,873","109,800","40,745",26-04-2020,01:26
UK,"148,377","20,319",N/A,"127,714",26-04-2020,01:26
South America,"130,391","5,969","46,411","78,011",26-04-2020,01:26
Turkey,"107,773","2,706","25,582","79,485",26-04-2020,01:26
Iran,"89,328","5,650","68,193","15,485",26-04-2020,01:26
China,"82,816","4,632","77,346",838,26-04-2020,01:26
Russia,"74,588",681,"6,250","67,657",26-04-2020,01:26
Brazil,"58,616","4,016","27,655","26,945",26-04-2020,01:26
Canada,"45,354","2,465","16,425","26,464",26-04-2020,01:26
Belgium,"45,325","6,917","10,417","27,991",26-04-2020,01:26
Netherlands,"37,190","4,409",N/A,"32,531",26-04-2020,01:26
Africa,"30,939","1,376","9,512","20,051",26-04-2020,01:26
Switzerland,"28,894","1,599","21,300","5,995",26-04-2020,01:26
India,"26,283",825,"5,939","19,519",26-04-2020,01:26
Peru,"25,331",700,"7,797","16,834",26-04-2020,01:26
Portugal,"23,392",880,"1,277","21,235",26-04-2020,01:26
Ecuador,"22,719",576,"1,366","20,777",26-04-2020,01:26
Ireland,"18,561","1,063","9,233","8,265",26-04-2020,01:26
Sweden,"18,177","2,192","1,005","14,980",26-04-2020,01:26
Saudi Arabia,"16,299",136,"2,215","13,948",26-04-2020,01:26
Israel,"15,298",199,"6,435","8,664",26-04-2020,01:26
Austria,"15,148",536,"12,103","2,509",26-04-2020,01:26
Mexico,"12,872","1,221","7,149","4,502",26-04-2020,01:26
Chile,"12,858",181,"6,746","5,931",26-04-2020,01:26
Japan,"12,829",345,"1,530","10,954",26-04-2020,01:26
Singapore,"12,693",12,"1,002","11,679",26-04-2020,01:26
Pakistan,"12,644",268,"2,755","9,621",26-04-2020,01:26
Poland,"11,273",524,"2,126","8,623",26-04-2020,01:26
S. Korea,"10,718",240,"8,635","1,843",26-04-2020,01:26
Romania,"10,635",601,"2,890","7,144",26-04-2020,01:26
UAE,"9,813",71,"1,887","7,855",26-04-2020,01:26
Belarus,"9,590",67,"1,573","7,950",26-04-2020,01:26
Qatar,"9,358",10,929,"8,419",26-04-2020,01:26
Indonesia,"8,607",720,"1,042","6,845",26-04-2020,01:26
Denmark,"8,445",418,"5,669","2,358",26-04-2020,01:26
Oceania,"8,257",98,"6,558","1,601",26-04-2020,01:26
Ukraine,"8,125",201,782,"7,142",26-04-2020,01:26
Serbia,"7,779",151,"1,152","6,476",26-04-2020,01:26
Norway,"7,493",201,32,"7,260",26-04-2020,01:26
Czechia,"7,333",218,"2,453","4,662",26-04-2020,01:26
Philippines,"7,294",494,792,"6,008",26-04-2020,01:26
Australia,"6,695",80,"5,372","1,243",26-04-2020,01:26
Dominican Republic,"5,926",273,822,"4,831",26-04-2020,01:26
Malaysia,"5,742",98,"3,762","1,882",26-04-2020,01:26
