Country Name,Confirmed Cases,Reported Death,Recovered Cases,Active Cases,Date,Time
China,"81,093","3,270","72,703","5,120",23-03-2020,21:28
Italy,"63,927","6,077","7,432","50,418",23-03-2020,21:28
USA,"41,569",504,187,"40,878",23-03-2020,21:28
Spain,"33,089","2,207","3,355","27,527",23-03-2020,21:28
Germany,"29,056",118,422,"28,516",23-03-2020,21:28
Iran,"23,049","1,812","8,376","12,861",23-03-2020,21:28
France,"19,856",860,"2,200","16,796",23-03-2020,21:28
S. Korea,"8,961",111,"3,166","5,684",23-03-2020,21:28
Switzerland,"8,547",118,131,"8,298",23-03-2020,21:28
UK,"6,650",335,135,"6,180",23-03-2020,21:28
Netherlands,"4,749",213,2,"4,534",23-03-2020,21:28
Austria,"4,306",21,9,"4,276",23-03-2020,21:28
Belgium,"3,743",88,401,"3,254",23-03-2020,21:28
Norway,"2,547",10,6,"2,531",23-03-2020,21:28
Portugal,"2,060",23,14,"2,023",23-03-2020,21:28
Sweden,"2,046",25,16,"2,005",23-03-2020,21:28
Canada,"2,020",23,320,"1,677",23-03-2020,21:28
Australia,"1,717",7,88,"1,622",23-03-2020,21:28
Brazil,"1,629",25,2,"1,602",23-03-2020,21:28
Malaysia,"1,518",14,159,"1,345",23-03-2020,21:28
Denmark,"1,450",24,1,"1,425",23-03-2020,21:28
Israel,"1,238",1,37,"1,200",23-03-2020,21:28
Turkey,"1,236",30,,"1,206",23-03-2020,21:28
Czechia,"1,236",1,6,"1,229",23-03-2020,21:28
Ireland,"1,125",6,5,"1,114",23-03-2020,21:28
Japan,"1,101",41,235,825,23-03-2020,21:28
Ecuador,981,18,3,960,23-03-2020,21:28
Luxembourg,875,8,6,861,23-03-2020,21:28
Pakistan,873,6,13,854,23-03-2020,21:28
Chile,746,2,11,733,23-03-2020,21:28
Thailand,721,1,52,668,23-03-2020,21:28
Diamond Princess,712,8,567,137,23-03-2020,21:28
Finland,700,1,10,689,23-03-2020,21:28
Greece,695,17,19,659,23-03-2020,21:28
Poland,692,8,13,671,23-03-2020,21:28
Iceland,588,1,51,536,23-03-2020,21:28
Indonesia,579,49,30,500,23-03-2020,21:28
Romania,576,6,73,497,23-03-2020,21:28
Saudi Arabia,562,,19,543,23-03-2020,21:28
Singapore,509,2,152,355,23-03-2020,21:28
Qatar,501,,33,468,23-03-2020,21:28
India,467,9,34,424,23-03-2020,21:28
Philippines,462,33,18,411,23-03-2020,21:28
Slovenia,442,3,,439,23-03-2020,21:28
Russia,438,1,17,420,23-03-2020,21:28
South Africa,402,,4,398,23-03-2020,21:28
Bahrain,377,2,164,211,23-03-2020,21:28
Peru,363,5,1,357,23-03-2020,21:28
Hong Kong,356,4,100,252,23-03-2020,21:28
Estonia,352,,4,348,23-03-2020,21:28
Egypt,327,14,56,257,23-03-2020,21:28
Mexico,316,2,4,310,23-03-2020,21:28
Croatia,315,1,5,309,23-03-2020,21:28
Panama,313,3,1,309,23-03-2020,21:28
Colombia,277,3,3,271,23-03-2020,21:28
Lebanon,267,4,8,255,23-03-2020,21:28
Iraq,266,23,62,181,23-03-2020,21:28
Argentina,266,4,27,235,23-03-2020,21:28
Serbia,249,2,3,244,23-03-2020,21:28
Dominican Republic,245,3,,242,23-03-2020,21:28
Algeria,230,17,65,148,23-03-2020,21:28
Bulgaria,201,3,3,195,23-03-2020,21:28
UAE,198,2,41,155,23-03-2020,21:28
Taiwan,195,2,28,165,23-03-2020,21:28
Armenia,194,,2,192,23-03-2020,21:28
Kuwait,189,,30,159,23-03-2020,21:28
San Marino,187,20,4,163,23-03-2020,21:28
Slovakia,186,,7,179,23-03-2020,21:28
Latvia,180,,1,179,23-03-2020,21:28
Hungary,167,7,16,144,23-03-2020,21:28
Lithuania,160,1,1,158,23-03-2020,21:28
Uruguay,158,,,158,23-03-2020,21:28
Morocco,143,4,3,136,23-03-2020,21:28
North Macedonia,136,2,1,133,23-03-2020,21:28
Costa Rica,134,2,2,130,23-03-2020,21:28
Andorra,133,1,1,131,23-03-2020,21:28
Bosnia and Herzegovina,131,1,2,128,23-03-2020,21:28
Vietnam,123,,17,106,23-03-2020,21:28
Faeroe Islands,118,,14,104,23-03-2020,21:28
Cyprus,116,1,3,112,23-03-2020,21:28
Jordan,112,,1,111,23-03-2020,21:28
Moldova,109,1,2,106,23-03-2020,21:28
Malta,107,,2,105,23-03-2020,21:28
Albania,104,4,2,98,23-03-2020,21:28
New Zealand,102,,,102,23-03-2020,21:28
Burkina Faso,99,4,5,90,23-03-2020,21:28
Sri Lanka,95,,2,93,23-03-2020,21:28
Brunei,91,,2,89,23-03-2020,21:28
Tunisia,89,3,1,85,23-03-2020,21:28
Cambodia,87,,2,85,23-03-2020,21:28
Belarus,81,,22,59,23-03-2020,21:28
Venezuela,77,,15,62,23-03-2020,21:28
Ukraine,73,3,1,69,23-03-2020,21:28
Azerbaijan,72,1,10,61,23-03-2020,21:28
Réunion,71,,1,70,23-03-2020,21:28
Senegal,67,,5,62,23-03-2020,21:28
Oman,66,,17,49,23-03-2020,21:28
Kazakhstan,62,,,62,23-03-2020,21:28
Georgia,61,,8,53,23-03-2020,21:28
Palestine,59,,17,42,23-03-2020,21:28
Guadeloupe,58,1,,57,23-03-2020,21:28
Cameroon,56,,2,54,23-03-2020,21:28
Trinidad and Tobago,51,,,51,23-03-2020,21:28
Liechtenstein,46,,,46,23-03-2020,21:28
Uzbekistan,46,,,46,23-03-2020,21:28
Martinique,44,1,,43,23-03-2020,21:28
Afghanistan,40,1,1,38,23-03-2020,21:28
Cuba,40,1,,39,23-03-2020,21:28
DRC,36,1,,35,23-03-2020,21:28
Nigeria,36,1,2,33,23-03-2020,21:28
Channel Islands,36,,,36,23-03-2020,21:28
Bangladesh,33,3,5,25,23-03-2020,21:28
Puerto Rico,31,2,1,28,23-03-2020,21:28
Guam,29,1,,28,23-03-2020,21:28
Mauritius,28,2,,26,23-03-2020,21:28
Bolivia,27,,,27,23-03-2020,21:28
Honduras,27,,,27,23-03-2020,21:28
Macao,25,,10,15,23-03-2020,21:28
Ivory Coast,25,,2,23,23-03-2020,21:28
Ghana,24,1,,23,23-03-2020,21:28
Monaco,23,,1,22,23-03-2020,21:28
Montenegro,22,1,,21,23-03-2020,21:28
Paraguay,22,1,,21,23-03-2020,21:28
Mayotte,21,,,21,23-03-2020,21:28
Guatemala,20,1,,19,23-03-2020,21:28
French Guiana,20,,6,14,23-03-2020,21:28
Guyana,19,1,,18,23-03-2020,21:28
Jamaica,19,1,2,16,23-03-2020,21:28
Rwanda,19,,,19,23-03-2020,21:28
French Polynesia,18,,,18,23-03-2020,21:28
Togo,18,,,18,23-03-2020,21:28
Barbados,17,,,17,23-03-2020,21:28
U.S. Virgin Islands,17,,,17,23-03-2020,21:28
Kenya,16,,,16,23-03-2020,21:28
Kyrgyzstan,16,,,16,23-03-2020,21:28
Gibraltar,15,,5,10,23-03-2020,21:28
Isle of Man,13,,,13,23-03-2020,21:28
Maldives,13,,5,8,23-03-2020,21:28
Madagascar,12,,,12,23-03-2020,21:28
Tanzania,12,,,12,23-03-2020,21:28
Ethiopia,11,,,11,23-03-2020,21:28
Mongolia,10,,,10,23-03-2020,21:28
Aruba,9,,1,8,23-03-2020,21:28
Equatorial Guinea,9,,,9,23-03-2020,21:28
New Caledonia,8,,,8,23-03-2020,21:28
Seychelles,7,,,7,23-03-2020,21:28
Bermuda,6,,,6,23-03-2020,21:28
Haiti,6,,,6,23-03-2020,21:28
Gabon,5,1,,4,23-03-2020,21:28
Saint Martin,5,,,5,23-03-2020,21:28
Suriname,5,,,5,23-03-2020,21:28
Curaçao,4,1,,3,23-03-2020,21:28
Bahamas,4,,,4,23-03-2020,21:28
Greenland,4,,,4,23-03-2020,21:28
Guinea,4,,,4,23-03-2020,21:28
Eswatini,4,,,4,23-03-2020,21:28
Cayman Islands,3,1,,2,23-03-2020,21:28
Zimbabwe,3,1,,2,23-03-2020,21:28
Cabo Verde,3,,,3,23-03-2020,21:28
CAR,3,,,3,23-03-2020,21:28
Congo,3,,,3,23-03-2020,21:28
El Salvador,3,,,3,23-03-2020,21:28
Fiji,3,,,3,23-03-2020,21:28
Liberia,3,,,3,23-03-2020,21:28
Namibia,3,,,3,23-03-2020,21:28
St. Barth,3,,,3,23-03-2020,21:28
Saint Lucia,3,,,3,23-03-2020,21:28
Zambia,3,,,3,23-03-2020,21:28
Gambia,2,1,,1,23-03-2020,21:28
Sudan,2,1,,1,23-03-2020,21:28
Nepal,2,,1,1,23-03-2020,21:28
Angola,2,,,2,23-03-2020,21:28
Benin,2,,,2,23-03-2020,21:28
Bhutan,2,,,2,23-03-2020,21:28
Mauritania,2,,,2,23-03-2020,21:28
Myanmar,2,,,2,23-03-2020,21:28
Nicaragua,2,,,2,23-03-2020,21:28
Niger,2,,,2,23-03-2020,21:28
Sint Maarten,2,,,2,23-03-2020,21:28
Antigua and Barbuda,1,,,1,23-03-2020,21:28
Belize,1,,,1,23-03-2020,21:28
Chad,1,,,1,23-03-2020,21:28
Djibouti,1,,,1,23-03-2020,21:28
Dominica,1,,,1,23-03-2020,21:28
Eritrea,1,,,1,23-03-2020,21:28
Grenada,1,,,1,23-03-2020,21:28
Vatican City,1,,,1,23-03-2020,21:28
Montserrat,1,,,1,23-03-2020,21:28
Mozambique,1,,,1,23-03-2020,21:28
Papua New Guinea,1,,,1,23-03-2020,21:28
St. Vincent Grenadines,1,,,1,23-03-2020,21:28
Somalia,1,,,1,23-03-2020,21:28
Syria,1,,,1,23-03-2020,21:28
Timor-Leste,1,,,1,23-03-2020,21:28
Turks and Caicos,1,,,1,23-03-2020,21:28
Uganda,1,,,1,23-03-2020,21:28
